,operand1,operand2,result,target
1318,61,15,46,sub
1319,28,91,-63,sub
1320,82,98,-16,sub
1321,57,86,-29,sub
1322,9,51,-42,sub
1323,4,40,-36,sub
1324,58,33,25,sub
1325,91,67,24,sub
1326,67,28,39,sub
1327,26,101,-75,sub
1328,12,17,-5,sub
1329,9,45,-36,sub
1330,50,69,-19,sub
1331,11,17,-6,sub
1332,96,101,-5,sub
1333,98,26,72,sub
1334,23,13,10,sub
1335,51,6,45,sub
1336,2,70,-68,sub
1337,33,31,2,sub
1338,97,37,60,sub
1339,1,69,-68,sub
1340,58,97,-39,sub
1341,15,83,-68,sub
1342,75,30,45,sub
1343,79,31,48,sub
1344,32,48,-16,sub
1345,40,77,-37,sub
1346,4,31,-27,sub
1347,79,47,32,sub
1348,88,47,41,sub
1349,60,15,45,sub
1350,64,0,64,sub
1351,39,3,36,sub
1352,80,28,52,sub
1353,19,28,-9,sub
1354,35,76,-41,sub
1355,90,89,1,sub
1356,45,44,1,sub
1357,19,21,-2,sub
1358,74,22,52,sub
1359,13,74,-61,sub
1360,17,1,16,sub
1361,93,97,-4,sub
1362,95,71,24,sub
1363,13,101,-88,sub
1364,27,63,-36,sub
1365,45,83,-38,sub
1366,54,58,-4,sub
1367,57,89,-32,sub
1368,63,80,-17,sub
1369,29,76,-47,sub
1370,29,36,-7,sub
1371,63,23,40,sub
1372,32,85,-53,sub
1373,66,23,43,sub
1374,75,22,53,sub
1375,81,86,-5,sub
1376,8,48,-40,sub
1377,33,80,-47,sub
1378,67,8,59,sub
1379,16,60,-44,sub
1380,94,33,61,sub
1381,3,30,-27,sub
1382,59,90,-31,sub
1383,61,49,12,sub
1384,13,16,-3,sub
1385,5,97,-92,sub
1386,4,91,-87,sub
1387,64,64,0,sub
1388,23,66,-43,sub
1389,46,66,-20,sub
1390,86,78,8,sub
1391,32,54,-22,sub
1392,67,19,48,sub
1393,74,0,74,sub
1394,34,59,-25,sub
1395,50,46,4,sub
1396,39,28,11,sub
1397,22,28,-6,sub
1398,85,101,-16,sub
1399,85,66,19,sub
1400,26,54,-28,sub
1401,21,28,-7,sub
1402,41,99,-58,sub
1403,10,90,-80,sub
1404,49,90,-41,sub
1405,78,24,54,sub
1406,24,64,-40,sub
1407,89,21,68,sub
1408,89,40,49,sub
1409,67,10,57,sub
1410,28,54,-26,sub
1411,50,49,1,sub
1412,37,62,-25,sub
1413,17,55,-38,sub
1414,62,26,36,sub
1415,46,57,-11,sub
1416,97,7,90,sub
1417,45,67,-22,sub
1418,58,25,33,sub
1419,75,23,52,sub
1420,83,94,-11,sub
1421,64,34,30,sub
1422,19,85,-66,sub
1423,86,89,-3,sub
1424,80,21,59,sub
1425,19,80,-61,sub
1426,99,75,24,sub
1427,59,40,19,sub
1428,25,20,5,sub
1429,50,17,33,sub
1430,29,19,10,sub
1431,32,17,15,sub
1432,40,42,-2,sub
1433,74,1,73,sub
1434,18,37,-19,sub
1435,69,45,24,sub
1436,1,80,-79,sub
1437,14,44,-30,sub
1438,48,7,41,sub
1439,18,4,14,sub
1440,44,5,39,sub
1441,46,93,-47,sub
1442,36,78,-42,sub
1443,48,56,-8,sub
1444,28,101,-73,sub
1445,38,3,35,sub
1446,33,75,-42,sub
1447,35,21,14,sub
1448,61,3,58,sub
1449,48,41,7,sub
1450,46,100,-54,sub
1451,56,63,-7,sub
1452,67,74,-7,sub
1453,93,88,5,sub
1454,90,82,8,sub
1455,33,88,-55,sub
1456,85,86,-1,sub
1457,75,10,65,sub
1458,31,73,-42,sub
1459,90,85,5,sub
1460,70,16,54,sub
1461,39,88,-49,sub
1462,71,14,57,sub
1463,17,25,-8,sub
1464,71,70,1,sub
1465,26,51,-25,sub
1466,52,98,-46,sub
1467,92,88,4,sub
1468,24,98,-74,sub
1469,54,89,-35,sub
1470,66,46,20,sub
1471,14,97,-83,sub
1472,88,13,75,sub
1473,94,16,78,sub
1474,96,93,3,sub
1475,69,51,18,sub
1476,48,55,-7,sub
1477,87,72,15,sub
1478,72,40,32,sub
1479,11,14,-3,sub
1480,14,66,-52,sub
1481,95,45,50,sub
1482,53,12,41,sub
1483,13,40,-27,sub
1484,66,98,-32,sub
1485,22,98,-76,sub
1486,74,72,2,sub
1487,8,12,-4,sub
1488,65,24,41,sub
1489,70,47,23,sub
1490,34,73,-39,sub
1491,44,78,-34,sub
1492,26,25,1,sub
1493,54,43,11,sub
1494,69,97,-28,sub
1495,65,10,55,sub
1496,64,92,-28,sub
1497,87,69,18,sub
1498,83,89,-6,sub
1499,41,33,8,sub
1500,0,92,-92,sub
1501,47,23,24,sub
1502,86,76,10,sub
1503,71,31,40,sub
1504,81,100,-19,sub
1505,83,82,1,sub
1506,22,27,-5,sub
1507,82,93,-11,sub
1508,101,94,7,sub
1509,66,26,40,sub
1510,74,7,67,sub
1511,13,74,-61,sub
1512,43,6,37,sub
1513,48,75,-27,sub
1514,100,64,36,sub
1515,97,28,69,sub
1516,69,10,59,sub
1517,2,31,-29,sub
1518,97,54,43,sub
1519,52,82,-30,sub
1520,10,23,-13,sub
1521,46,35,11,sub
1522,19,80,-61,sub
1523,59,79,-20,sub
1524,80,100,-20,sub
1525,76,23,53,sub
1526,23,18,5,sub
1527,47,68,-21,sub
1528,80,98,-18,sub
1529,56,24,32,sub
1530,31,47,-16,sub
1531,84,62,22,sub
1532,41,29,12,sub
1533,1,101,-100,sub
1534,93,58,35,sub
1535,91,98,-7,sub
1536,76,37,39,sub
1537,82,52,30,sub
1538,40,19,21,sub
1539,2,8,-6,sub
1540,49,1,48,sub
1541,39,5,34,sub
1542,60,19,41,sub
1543,78,44,34,sub
1544,53,70,-17,sub
1545,17,71,-54,sub
1546,20,96,-76,sub
1547,101,62,39,sub
1548,82,97,-15,sub
1549,22,97,-75,sub
1550,53,33,20,sub
1551,60,20,40,sub
1552,45,42,3,sub
1553,1,46,-45,sub
1554,89,58,31,sub
1555,79,100,-21,sub
1556,91,90,1,sub
1557,36,12,24,sub
1558,5,78,-73,sub
1559,76,82,-6,sub
1560,2,81,-79,sub
1561,90,58,32,sub
1562,74,22,52,sub
1563,27,91,-64,sub
1564,99,55,44,sub
1565,11,67,-56,sub
1566,82,70,12,sub
1567,56,50,6,sub
1568,62,26,36,sub
1569,62,90,-28,sub
1570,48,76,-28,sub
1571,52,53,-1,sub
1572,55,69,-14,sub
1573,29,32,-3,sub
1574,45,23,22,sub
1575,66,93,-27,sub
1576,25,44,-19,sub
1577,46,93,-47,sub
1578,51,45,6,sub
1579,35,58,-23,sub
1580,87,91,-4,sub
1581,94,69,25,sub
1582,5,55,-50,sub
1583,11,77,-66,sub
1584,37,18,19,sub
1585,21,69,-48,sub
1586,49,21,28,sub
1587,40,79,-39,sub
1588,85,36,49,sub
1589,11,20,-9,sub
1590,9,29,-20,sub
1591,8,17,-9,sub
1592,43,10,33,sub
1593,37,65,-28,sub
1594,19,69,-50,sub
1595,89,79,10,sub
1596,84,25,59,sub
1597,21,3,18,sub
1598,21,85,-64,sub
1599,1,78,-77,sub
1600,2,79,-77,sub
1601,34,73,-39,sub
1602,49,80,-31,sub
1603,5,78,-73,sub
1604,69,90,-21,sub
1605,23,96,-73,sub
1606,75,63,12,sub
1607,36,42,-6,sub
1608,65,43,22,sub
1609,92,45,47,sub
1610,56,81,-25,sub
1611,45,59,-14,sub
1612,42,33,9,sub
1613,39,13,26,sub
1614,20,94,-74,sub
1615,12,8,4,sub
1616,86,65,21,sub
1617,69,90,-21,sub
1618,35,48,-13,sub
1619,20,84,-64,sub
1620,97,44,53,sub
1621,32,58,-26,sub
1622,50,35,15,sub
1623,13,9,4,sub
1624,11,66,-55,sub
1625,61,38,23,sub
1626,92,101,-9,sub
1627,81,24,57,sub
1628,57,54,3,sub
1629,15,58,-43,sub
1630,1,36,-35,sub
1631,78,37,41,sub
1632,46,91,-45,sub
1633,81,22,59,sub
1634,27,51,-24,sub
1635,58,72,-14,sub
1636,41,82,-41,sub
1637,10,88,-78,sub
1638,40,16,24,sub
1639,26,95,-69,sub
1640,91,86,5,sub
1641,70,85,-15,sub
1642,36,24,12,sub
1643,68,46,22,sub
1644,29,15,14,sub
1645,90,97,-7,sub
1646,6,97,-91,sub
1647,29,56,-27,sub
1648,61,9,52,sub
1649,68,57,11,sub
1650,39,6,33,sub
1651,25,27,-2,sub
1652,97,50,47,sub
1653,90,16,74,sub
1654,63,23,40,sub
1655,48,75,-27,sub
1656,70,47,23,sub
1657,21,87,-66,sub
1658,84,100,-16,sub
1659,92,57,35,sub
1660,77,12,65,sub
1661,1,62,-61,sub
1662,59,42,17,sub
1663,1,100,-99,sub
1664,97,98,-1,sub
1665,40,4,36,sub
1666,79,24,55,sub
1667,59,62,-3,sub
1668,79,27,52,sub
1669,50,16,34,sub
1670,54,51,3,sub
1671,68,76,-8,sub
1672,83,85,-2,sub
1673,77,62,15,sub
1674,75,40,35,sub
1675,48,90,-42,sub
1676,33,22,11,sub
1677,60,23,37,sub
1678,83,4,79,sub
1679,52,89,-37,sub
1680,41,74,-33,sub
1681,20,87,-67,sub
1682,69,96,-27,sub
1683,101,91,10,sub
1684,95,14,81,sub
1685,28,67,-39,sub
1686,55,14,41,sub
1687,34,64,-30,sub
1688,16,19,-3,sub
1689,36,16,20,sub
1690,65,18,47,sub
1691,27,26,1,sub
1692,11,30,-19,sub
1693,79,29,50,sub
1694,12,15,-3,sub
1695,40,40,0,sub
1696,4,22,-18,sub
1697,4,83,-79,sub
1698,64,83,-19,sub
1699,94,15,79,sub
1700,81,21,60,sub
1701,25,46,-21,sub
1702,14,93,-79,sub
1703,50,84,-34,sub
1704,30,90,-60,sub
1705,13,35,-22,sub
1706,17,72,-55,sub
1707,78,18,60,sub
1708,70,43,27,sub
1709,40,12,28,sub
1710,2,30,-28,sub
1711,66,26,40,sub
1712,89,59,30,sub
1713,28,74,-46,sub
1714,23,59,-36,sub
1715,72,93,-21,sub
1716,3,57,-54,sub
1717,33,69,-36,sub
1718,80,9,71,sub
1719,9,0,9,sub
1720,10,0,10,sub
1721,8,51,-43,sub
1722,91,34,57,sub
1723,32,38,-6,sub
1724,12,99,-87,sub
1725,27,73,-46,sub
1726,59,91,-32,sub
1727,11,60,-49,sub
1728,32,22,10,sub
1729,53,62,-9,sub
1730,28,36,-8,sub
1731,53,70,-17,sub
1732,19,74,-55,sub
1733,49,31,18,sub
1734,63,28,35,sub
1735,10,18,-8,sub
1736,2,40,-38,sub
1737,96,32,64,sub
1738,83,96,-13,sub
1739,32,44,-12,sub
1740,56,27,29,sub
1741,5,65,-60,sub
1742,94,12,82,sub
1743,13,75,-62,sub
1744,17,53,-36,sub
1745,41,70,-29,sub
1746,62,71,-9,sub
1747,19,89,-70,sub
1748,35,30,5,sub
1749,29,54,-25,sub
1750,87,38,49,sub
1751,73,81,-8,sub
1752,33,46,-13,sub
1753,92,79,13,sub
1754,84,82,2,sub
1755,52,45,7,sub
1756,29,25,4,sub
1757,43,74,-31,sub
1758,89,1,88,sub
1759,86,60,26,sub
1760,55,37,18,sub
1761,33,65,-32,sub
1762,29,33,-4,sub
1763,33,62,-29,sub
1764,59,61,-2,sub
1765,24,5,19,sub
1766,100,80,20,sub
1767,57,94,-37,sub
1768,38,10,28,sub
1769,77,23,54,sub
1770,66,40,26,sub
1771,93,14,79,sub
1772,61,23,38,sub
1773,19,58,-39,sub
1774,89,2,87,sub
1775,5,93,-88,sub
1776,60,89,-29,sub
1777,3,84,-81,sub
1778,35,88,-53,sub
1779,70,5,65,sub
1780,46,78,-32,sub
1781,63,66,-3,sub
1782,83,27,56,sub
1783,56,70,-14,sub
1784,22,80,-58,sub
1785,3,8,-5,sub
1786,43,23,20,sub
1787,72,97,-25,sub
1788,40,36,4,sub
1789,54,35,19,sub
1790,61,34,27,sub
1791,11,75,-64,sub
1792,20,21,-1,sub
1793,10,38,-28,sub
1794,84,84,0,sub
1795,35,37,-2,sub
1796,27,30,-3,sub
1797,33,55,-22,sub
1798,19,21,-2,sub
1799,58,86,-28,sub
1800,33,44,-11,sub
1801,72,83,-11,sub
1802,93,74,19,sub
1803,97,89,8,sub
1804,78,54,24,sub
1805,16,94,-78,sub
1806,12,22,-10,sub
1807,45,41,4,sub
1808,52,82,-30,sub
1809,32,72,-40,sub
1810,70,45,25,sub
1811,77,30,47,sub
1812,6,7,-1,sub
1813,39,47,-8,sub
1814,12,99,-87,sub
1815,93,8,85,sub
1816,18,74,-56,sub
1817,97,35,62,sub
1818,75,7,68,sub
1819,67,86,-19,sub
1820,33,23,10,sub
1821,75,64,11,sub
1822,57,7,50,sub
1823,14,3,11,sub
1824,54,81,-27,sub
1825,91,77,14,sub
1826,92,49,43,sub
1827,25,23,2,sub
1828,45,41,4,sub
1829,101,83,18,sub
1830,14,7,7,sub
1831,36,35,1,sub
1832,43,32,11,sub
1833,62,15,47,sub
1834,22,57,-35,sub
1835,81,51,30,sub
1836,83,13,70,sub
1837,96,2,94,sub
1838,48,80,-32,sub
1839,52,76,-24,sub
1840,86,14,72,sub
1841,42,87,-45,sub
1842,89,24,65,sub
1843,6,10,-4,sub
1844,86,23,63,sub
1845,78,6,72,sub
1846,32,84,-52,sub
1847,89,60,29,sub
1848,0,94,-94,sub
1849,46,52,-6,sub
1850,52,2,50,sub
1851,12,74,-62,sub
1852,84,2,82,sub
1853,60,36,24,sub
1854,28,57,-29,sub
1855,41,27,14,sub
1856,53,49,4,sub
1857,88,4,84,sub
1858,29,16,13,sub
1859,65,68,-3,sub
1860,28,89,-61,sub
1861,66,73,-7,sub
1862,74,98,-24,sub
1863,64,78,-14,sub
1864,25,24,1,sub
1865,69,22,47,sub
1866,73,21,52,sub
1867,20,39,-19,sub
1868,75,98,-23,sub
1869,17,35,-18,sub
1870,11,95,-84,sub
1871,2,48,-46,sub
1872,60,11,49,sub
1873,44,58,-14,sub
1874,22,9,13,sub
1875,15,84,-69,sub
1876,37,7,30,sub
1877,62,35,27,sub
1878,66,53,13,sub
1879,54,95,-41,sub
1880,33,78,-45,sub
1881,63,29,34,sub
1882,37,10,27,sub
1883,18,26,-8,sub
1884,63,38,25,sub
1885,99,3,96,sub
1886,40,53,-13,sub
1887,59,39,20,sub
1888,31,79,-48,sub
1889,51,47,4,sub
1890,5,56,-51,sub
1891,55,17,38,sub
1892,80,29,51,sub
1893,8,54,-46,sub
1894,37,30,7,sub
1895,96,61,35,sub
1896,1,92,-91,sub
1897,19,95,-76,sub
1898,21,28,-7,sub
1899,70,100,-30,sub
1900,84,22,62,sub
1901,86,24,62,sub
1902,23,43,-20,sub
1903,58,69,-11,sub
1904,97,47,50,sub
1905,58,15,43,sub
1906,32,33,-1,sub
1907,81,24,57,sub
1908,54,85,-31,sub
1909,72,39,33,sub
1910,70,6,64,sub
1911,46,80,-34,sub
1912,55,51,4,sub
1913,65,97,-32,sub
1914,100,66,34,sub
1915,52,101,-49,sub
1916,68,36,32,sub
1917,36,58,-22,sub
1918,6,100,-94,sub
1919,23,29,-6,sub
1920,86,67,19,sub
1921,7,30,-23,sub
1922,3,38,-35,sub
1923,45,90,-45,sub
1924,17,39,-22,sub
1925,9,57,-48,sub
1926,67,24,43,sub
1927,82,11,71,sub
1928,24,47,-23,sub
1929,82,78,4,sub
1930,82,43,39,sub
1931,91,47,44,sub
1932,53,10,43,sub
1933,54,47,7,sub
1934,42,68,-26,sub
1935,7,79,-72,sub
1936,85,30,55,sub
1937,17,57,-40,sub
1938,19,100,-81,sub
1939,61,34,27,sub
1940,2,88,-86,sub
1941,80,49,31,sub
1942,8,53,-45,sub
1943,52,84,-32,sub
1944,10,59,-49,sub
1945,39,52,-13,sub
1946,20,33,-13,sub
1947,41,46,-5,sub
1948,36,71,-35,sub
1949,25,48,-23,sub
1950,100,6,94,sub
1951,88,61,27,sub
1952,71,100,-29,sub
1953,48,67,-19,sub
1954,93,44,49,sub
1955,66,20,46,sub
1956,15,13,2,sub
1957,42,26,16,sub
1958,65,0,65,sub
1959,98,30,68,sub
1960,34,13,21,sub
1961,100,73,27,sub
1962,100,89,11,sub
1963,31,7,24,sub
1964,42,47,-5,sub
1965,61,34,27,sub
1966,16,52,-36,sub
1967,36,2,34,sub
1968,15,6,9,sub
1969,64,67,-3,sub
1970,85,43,42,sub
1971,24,69,-45,sub
1972,84,12,72,sub
1973,92,16,76,sub
1974,54,41,13,sub
1975,97,71,26,sub
1976,31,18,13,sub
1977,40,55,-15,sub
1978,65,8,57,sub
1979,59,94,-35,sub
1980,27,96,-69,sub
1981,37,36,1,sub
1982,12,87,-75,sub
1983,60,68,-8,sub
1984,25,27,-2,sub
1985,35,80,-45,sub
1986,83,7,76,sub
1987,59,35,24,sub
1988,76,39,37,sub
1989,64,22,42,sub
1990,15,34,-19,sub
1991,20,97,-77,sub
1992,12,55,-43,sub
1993,62,14,48,sub
1994,63,2,61,sub
1995,22,15,7,sub
1996,79,80,-1,sub
1997,21,67,-46,sub
1998,8,84,-76,sub
1999,14,90,-76,sub
2000,47,14,658,mul
2001,24,36,864,mul
2002,66,60,3960,mul
2003,48,92,4416,mul
2004,83,55,4565,mul
2005,77,33,2541,mul
2006,6,68,408,mul
2007,67,86,5762,mul
2008,23,19,437,mul
2009,69,85,5865,mul
2010,13,65,845,mul
2011,38,93,3534,mul
2012,95,84,7980,mul
2013,79,95,7505,mul
2014,84,81,6804,mul
2015,86,74,6364,mul
2016,6,85,510,mul
2017,84,69,5796,mul
2018,47,55,2585,mul
2019,67,84,5628,mul
2020,60,30,1800,mul
2021,40,26,1040,mul
2022,23,46,1058,mul
2023,50,45,2250,mul
2024,70,86,6020,mul
2025,14,7,98,mul
2026,19,42,798,mul
2027,57,85,4845,mul
2028,93,19,1767,mul
2029,56,20,1120,mul
2030,15,10,150,mul
2031,5,48,240,mul
2032,67,93,6231,mul
2033,92,92,8464,mul
2034,0,54,0,mul
2035,19,21,399,mul
2036,13,82,1066,mul
2037,2,93,186,mul
2038,20,65,1300,mul
2039,27,101,2727,mul
2040,57,52,2964,mul
2041,49,68,3332,mul
2042,42,72,3024,mul
2043,19,58,1102,mul
2044,60,86,5160,mul
2045,18,91,1638,mul
2046,100,63,6300,mul
2047,84,87,7308,mul
2048,95,88,8360,mul
2049,66,73,4818,mul
2050,47,63,2961,mul
2051,83,42,3486,mul
2052,98,5,490,mul
2053,35,28,980,mul
2054,92,56,5152,mul
2055,30,70,2100,mul
2056,59,30,1770,mul
2057,26,82,2132,mul
2058,41,89,3649,mul
2059,38,21,798,mul
2060,50,78,3900,mul
2061,84,53,4452,mul
2062,50,8,400,mul
2063,98,0,0,mul
2064,36,95,3420,mul
2065,39,75,2925,mul
2066,61,49,2989,mul
2067,24,100,2400,mul
2068,48,70,3360,mul
2069,90,66,5940,mul
2070,50,101,5050,mul
2071,97,85,8245,mul
2072,39,24,936,mul
2073,95,25,2375,mul
2074,5,57,285,mul
2075,51,30,1530,mul
2076,3,72,216,mul
2077,85,18,1530,mul
2078,84,4,336,mul
2079,2,56,112,mul
2080,101,45,4545,mul
2081,81,19,1539,mul
2082,53,19,1007,mul
2083,45,33,1485,mul
2084,24,96,2304,mul
2085,55,41,2255,mul
2086,99,6,594,mul
2087,35,57,1995,mul
2088,54,8,432,mul
2089,66,75,4950,mul
2090,101,64,6464,mul
2091,74,73,5402,mul
2092,95,57,5415,mul
2093,76,61,4636,mul
2094,48,69,3312,mul
2095,39,22,858,mul
2096,5,47,235,mul
2097,41,24,984,mul
2098,67,56,3752,mul
2099,64,31,1984,mul
2100,59,56,3304,mul
2101,101,28,2828,mul
2102,52,14,728,mul
2103,85,42,3570,mul
2104,13,24,312,mul
2105,11,4,44,mul
2106,21,18,378,mul
2107,29,17,493,mul
2108,83,20,1660,mul
2109,16,44,704,mul
2110,29,97,2813,mul
2111,67,50,3350,mul
2112,65,41,2665,mul
2113,70,91,6370,mul
2114,73,76,5548,mul
2115,77,9,693,mul
2116,58,26,1508,mul
2117,10,83,830,mul
2118,18,1,18,mul
2119,32,36,1152,mul
2120,78,68,5304,mul
2121,3,40,120,mul
2122,28,54,1512,mul
2123,41,5,205,mul
2124,29,93,2697,mul
2125,56,42,2352,mul
2126,19,101,1919,mul
2127,43,5,215,mul
2128,41,0,0,mul
2129,34,55,1870,mul
2130,100,31,3100,mul
2131,82,84,6888,mul
2132,20,75,1500,mul
2133,68,39,2652,mul
2134,40,58,2320,mul
2135,99,95,9405,mul
2136,18,23,414,mul
2137,44,71,3124,mul
2138,2,27,54,mul
2139,18,20,360,mul
2140,33,86,2838,mul
2141,4,55,220,mul
2142,41,86,3526,mul
2143,100,60,6000,mul
2144,60,100,6000,mul
2145,95,9,855,mul
2146,84,95,7980,mul
2147,85,74,6290,mul
2148,29,49,1421,mul
2149,32,56,1792,mul
2150,25,32,800,mul
2151,43,58,2494,mul
2152,39,1,39,mul
2153,2,49,98,mul
2154,75,68,5100,mul
2155,33,96,3168,mul
2156,65,86,5590,mul
2157,39,87,3393,mul
2158,55,28,1540,mul
2159,16,9,144,mul
2160,19,69,1311,mul
2161,49,63,3087,mul
2162,22,47,1034,mul
2163,11,53,583,mul
2164,69,98,6762,mul
2165,55,5,275,mul
2166,2,51,102,mul
2167,47,20,940,mul
2168,41,42,1722,mul
2169,60,27,1620,mul
2170,12,54,648,mul
2171,65,82,5330,mul
2172,23,50,1150,mul
2173,13,93,1209,mul
2174,92,24,2208,mul
2175,62,61,3782,mul
2176,17,73,1241,mul
2177,49,66,3234,mul
2178,90,60,5400,mul
2179,70,50,3500,mul
2180,40,82,3280,mul
2181,48,90,4320,mul
2182,45,40,1800,mul
2183,82,54,4428,mul
2184,39,2,78,mul
2185,22,94,2068,mul
2186,19,17,323,mul
2187,14,9,126,mul
2188,85,24,2040,mul
2189,86,97,8342,mul
2190,58,14,812,mul
2191,49,27,1323,mul
2192,7,32,224,mul
2193,35,36,1260,mul
2194,95,19,1805,mul
2195,97,57,5529,mul
2196,53,39,2067,mul
2197,43,56,2408,mul
2198,10,25,250,mul
2199,76,77,5852,mul
2200,72,86,6192,mul
2201,90,63,5670,mul
2202,54,48,2592,mul
2203,9,92,828,mul
2204,66,29,1914,mul
2205,96,46,4416,mul
2206,32,6,192,mul
2207,40,23,920,mul
2208,93,0,0,mul
2209,76,75,5700,mul
2210,79,31,2449,mul
2211,12,38,456,mul
2212,51,76,3876,mul
2213,91,94,8554,mul
2214,93,98,9114,mul
2215,69,53,3657,mul
2216,35,0,0,mul
2217,72,87,6264,mul
2218,31,78,2418,mul
2219,54,14,756,mul
2220,78,59,4602,mul
2221,73,10,730,mul
2222,62,97,6014,mul
2223,25,77,1925,mul
2224,43,1,43,mul
2225,76,36,2736,mul
2226,9,30,270,mul
2227,88,78,6864,mul
2228,51,14,714,mul
2229,82,54,4428,mul
2230,58,60,3480,mul
2231,12,61,732,mul
2232,26,61,1586,mul
2233,90,18,1620,mul
2234,49,85,4165,mul
2235,43,68,2924,mul
2236,6,22,132,mul
2237,32,76,2432,mul
2238,94,97,9118,mul
2239,11,4,44,mul
2240,45,4,180,mul
2241,28,5,140,mul
2242,12,53,636,mul
2243,49,51,2499,mul
2244,6,72,432,mul
2245,50,74,3700,mul
2246,96,46,4416,mul
2247,24,24,576,mul
2248,11,65,715,mul
2249,3,89,267,mul
2250,95,9,855,mul
2251,43,6,258,mul
2252,1,17,17,mul
2253,21,90,1890,mul
2254,23,29,667,mul
2255,91,39,3549,mul
2256,4,92,368,mul
2257,71,85,6035,mul
2258,24,90,2160,mul
2259,65,22,1430,mul
2260,79,69,5451,mul
2261,71,70,4970,mul
2262,76,80,6080,mul
2263,19,57,1083,mul
2264,8,62,496,mul
2265,90,7,630,mul
2266,13,1,13,mul
2267,95,1,95,mul
2268,87,94,8178,mul
2269,25,25,625,mul
2270,89,34,3026,mul
2271,100,6,600,mul
2272,44,77,3388,mul
2273,39,11,429,mul
2274,31,96,2976,mul
2275,45,18,810,mul
2276,28,81,2268,mul
2277,29,24,696,mul
2278,97,91,8827,mul
2279,56,0,0,mul
2280,37,85,3145,mul
2281,31,94,2914,mul
2282,43,39,1677,mul
2283,16,1,16,mul
2284,101,25,2525,mul
2285,52,18,936,mul
2286,33,67,2211,mul
2287,6,83,498,mul
2288,32,49,1568,mul
2289,67,54,3618,mul
2290,89,101,8989,mul
2291,93,70,6510,mul
2292,93,47,4371,mul
2293,74,65,4810,mul
2294,37,29,1073,mul
2295,56,47,2632,mul
2296,59,9,531,mul
2297,28,79,2212,mul
2298,24,37,888,mul
2299,85,10,850,mul
2300,40,67,2680,mul
2301,85,51,4335,mul
2302,57,86,4902,mul
2303,0,58,0,mul
2304,45,45,2025,mul
2305,69,44,3036,mul
2306,71,45,3195,mul
2307,12,51,612,mul
2308,95,49,4655,mul
2309,38,100,3800,mul
2310,71,37,2627,mul
2311,3,46,138,mul
2312,24,71,1704,mul
2313,29,23,667,mul
2314,8,36,288,mul
2315,23,97,2231,mul
2316,35,24,840,mul
2317,77,6,462,mul
2318,16,25,400,mul
2319,80,16,1280,mul
2320,3,64,192,mul
2321,99,45,4455,mul
2322,50,31,1550,mul
2323,12,85,1020,mul
2324,81,87,7047,mul
2325,62,39,2418,mul
2326,9,37,333,mul
2327,42,6,252,mul
2328,84,95,7980,mul
2329,92,48,4416,mul
2330,0,94,0,mul
2331,90,85,7650,mul
2332,41,63,2583,mul
2333,74,95,7030,mul
2334,93,35,3255,mul
2335,29,54,1566,mul
2336,60,76,4560,mul
2337,32,93,2976,mul
2338,76,16,1216,mul
2339,38,34,1292,mul
2340,63,89,5607,mul
2341,77,19,1463,mul
2342,71,42,2982,mul
2343,36,18,648,mul
2344,53,8,424,mul
2345,86,13,1118,mul
2346,77,1,77,mul
2347,57,9,513,mul
2348,38,62,2356,mul
2349,70,47,3290,mul
2350,83,25,2075,mul
2351,50,34,1700,mul
2352,25,53,1325,mul
2353,12,69,828,mul
2354,74,62,4588,mul
2355,72,97,6984,mul
2356,69,92,6348,mul
2357,88,2,176,mul
2358,53,57,3021,mul
2359,50,39,1950,mul
2360,12,12,144,mul
2361,79,5,395,mul
2362,13,31,403,mul
2363,67,85,5695,mul
2364,64,46,2944,mul
2365,54,9,486,mul
2366,94,94,8836,mul
2367,10,34,340,mul
2368,39,71,2769,mul
2369,54,68,3672,mul
2370,54,33,1782,mul
2371,49,82,4018,mul
2372,11,15,165,mul
2373,41,0,0,mul
2374,45,81,3645,mul
2375,49,97,4753,mul
2376,75,7,525,mul
2377,33,11,363,mul
2378,3,29,87,mul
2379,24,73,1752,mul
2380,30,18,540,mul
2381,33,25,825,mul
2382,55,24,1320,mul
2383,20,51,1020,mul
2384,35,49,1715,mul
2385,72,43,3096,mul
2386,74,59,4366,mul
2387,7,86,602,mul
2388,11,58,638,mul
2389,16,74,1184,mul
2390,95,61,5795,mul
2391,38,8,304,mul
2392,27,32,864,mul
2393,4,97,388,mul
2394,54,62,3348,mul
2395,95,40,3800,mul
2396,27,97,2619,mul
2397,85,17,1445,mul
2398,39,59,2301,mul
2399,92,80,7360,mul
2400,83,16,1328,mul
2401,44,38,1672,mul
2402,5,24,120,mul
2403,94,67,6298,mul
2404,40,99,3960,mul
2405,46,90,4140,mul
2406,27,87,2349,mul
2407,84,91,7644,mul
2408,52,65,3380,mul
2409,39,34,1326,mul
2410,66,30,1980,mul
2411,20,26,520,mul
2412,74,15,1110,mul
2413,2,78,156,mul
2414,54,91,4914,mul
2415,14,66,924,mul
2416,36,69,2484,mul
2417,68,24,1632,mul
2418,62,3,186,mul
2419,23,74,1702,mul
2420,62,31,1922,mul
2421,88,33,2904,mul
2422,58,18,1044,mul
2423,64,90,5760,mul
2424,10,87,870,mul
2425,39,19,741,mul
2426,40,23,920,mul
2427,88,15,1320,mul
2428,79,60,4740,mul
2429,99,11,1089,mul
